source,target,weight
C43687,P3558,{'weight': 3}
C43687,P10999,{'weight': 3}
C43687,P16101,{'weight': 5}
C43687,P17695,{'weight': 18}
C43687,P108264,{'weight': 3}
C43687,P179103,{'weight': 11}
C43687,P294211,{'weight': 5}
C43687,P425620,{'weight': 13}
C46415,P28,{'weight': 3}
C46415,P477,{'weight': 7}
C46415,P3558,{'weight': 10}
C46415,P7302,{'weight': 17}
C46415,P8778,{'weight': 2}
C46415,P10999,{'weight': 4}
C46415,P13377,{'weight': 44}
C46415,P17695,{'weight': 67}
C46415,P28037,{'weight': 8}
C46415,P32763,{'weight': 10}
C46415,P60643,{'weight': 11}
C46415,P65083,{'weight': 2}
C46415,P81261,{'weight': 2}
C46415,P91922,{'weight': 2}
C46415,P113689,{'weight': 3}
C46415,P141551,{'weight': 4}
C46415,P170354,{'weight': 3}
C46415,P179103,{'weight': 14}
C46415,P281095,{'weight': 5}
C46415,P306481,{'weight': 3}
C46415,P419371,{'weight': 5}
C46415,P425620,{'weight': 36}
C46415,P477643,{'weight': 2}
C46415,P510442,{'weight': 2}
C46415,P660596,{'weight': 4}
C46415,P735311,{'weight': 4}
C46415,P747022,{'weight': 2}
C46415,P817462,{'weight': 19}
C46415,P854537,{'weight': 3}
C46415,P896378,{'weight': 2}
C46415,P913831,{'weight': 2}
C47230,P3494,{'weight': 3}
C47230,P9572,{'weight': 2}
C47230,P10999,{'weight': 2}
C47230,P13377,{'weight': 4}
C47230,P17695,{'weight': 55}
C47230,P32763,{'weight': 3}
C47230,P34038,{'weight': 2}
C47230,P39752,{'weight': 2}
C47230,P41234,{'weight': 7}
C47230,P52839,{'weight': 2}
C47230,P59233,{'weight': 2}
C47230,P81261,{'weight': 2}
C47230,P91922,{'weight': 2}
C47230,P97992,{'weight': 2}
C47230,P141551,{'weight': 2}
C47230,P170354,{'weight': 3}
C47230,P179103,{'weight': 21}
C47230,P209572,{'weight': 2}
C47230,P294211,{'weight': 4}
C47230,P419371,{'weight': 3}
C47230,P425620,{'weight': 17}
C47230,P510442,{'weight': 11}
C47230,P539881,{'weight': 3}
C60643,P8778,{'weight': 2}
C60643,P17695,{'weight': 30}
C60643,P26905,{'weight': 2}
C60643,P28037,{'weight': 2}
C60643,P34476,{'weight': 2}
C60643,P51061,{'weight': 4}
C60643,P113689,{'weight': 3}
C60643,P170354,{'weight': 2}
C60643,P179103,{'weight': 7}
C60643,P209572,{'weight': 45}
C60643,P247683,{'weight': 7}
C60643,P294211,{'weight': 9}
C60643,P395294,{'weight': 2}
C60643,P424109,{'weight': 3}
C60643,P452267,{'weight': 5}
C60643,P647854,{'weight': 3}
C60643,P677256,{'weight': 2}
C60643,P725571,{'weight': 15}
C60643,P749022,{'weight': 4}
C60643,P2509089,{'weight': 4}
C61883,P2616,{'weight': 2}
C61883,P3558,{'weight': 2}
C61883,P5179,{'weight': 3}
C61883,P10787,{'weight': 2}
C61883,P11060,{'weight': 2}
C61883,P12809,{'weight': 3}
C61883,P13377,{'weight': 7}
C61883,P15206,{'weight': 11}
C61883,P16131,{'weight': 4}
C61883,P17695,{'weight': 17}
C61883,P39752,{'weight': 5}
C61883,P43815,{'weight': 2}
C61883,P53860,{'weight': 2}
C61883,P94051,{'weight': 2}
C61883,P97992,{'weight': 8}
C61883,P141551,{'weight': 4}
C61883,P165078,{'weight': 6}
C61883,P170354,{'weight': 2}
C61883,P179103,{'weight': 4}
C61883,P180811,{'weight': 4}
C61883,P336699,{'weight': 2}
C61883,P346436,{'weight': 3}
C61883,P398213,{'weight': 2}
C61883,P399948,{'weight': 2}
C61883,P419371,{'weight': 5}
C61883,P425620,{'weight': 3}
C61883,P762683,{'weight': 4}
C61883,P769610,{'weight': 4}
C61883,P1163777,{'weight': 2}
C61883,P1442162,{'weight': 2}
C63735,P3809,{'weight': 3}
C63735,P17695,{'weight': 4}
C79703,P2991,{'weight': 4}
C79703,P3558,{'weight': 2}
C79703,P6930,{'weight': 17}
C79703,P10999,{'weight': 7}
C79703,P13377,{'weight': 10}
C79703,P17695,{'weight': 8}
C79703,P41234,{'weight': 7}
C79703,P113689,{'weight': 2}
C79703,P179103,{'weight': 14}
C79703,P282384,{'weight': 3}
C79703,P395294,{'weight': 2}
C79703,P398213,{'weight': 2}
C79703,P425620,{'weight': 9}
C79703,P427781,{'weight': 15}
C79703,P1020162,{'weight': 2}
C112125,P9572,{'weight': 7}
C112125,P13377,{'weight': 2}
C112125,P17695,{'weight': 11}
C112125,P34038,{'weight': 2}
C112125,P34488,{'weight': 2}
C112125,P41234,{'weight': 10}
C112125,P179103,{'weight': 12}
C112125,P425620,{'weight': 2}
C112125,P477643,{'weight': 2}
C112125,P764581,{'weight': 4}
C112125,P898720,{'weight': 2}
C115786,P7353,{'weight': 2}
C115786,P94012,{'weight': 5}
C115786,P317669,{'weight': 2}
C116021,P947,{'weight': 10}
C116021,P113689,{'weight': 3}
C116021,P202818,{'weight': 15}
C116021,P425620,{'weight': 2}
C116021,P2928255,{'weight': 3}
C118115,P477,{'weight': 11}
C118115,P3809,{'weight': 4}
C118115,P6689,{'weight': 6}
C118115,P8778,{'weight': 4}
C118115,P17695,{'weight': 21}
C118115,P23297,{'weight': 6}
C118115,P32763,{'weight': 32}
C118115,P35076,{'weight': 2}
C118115,P41234,{'weight': 7}
C118115,P110521,{'weight': 6}
C118115,P165078,{'weight': 2}
C118115,P179103,{'weight': 8}
C118115,P419371,{'weight': 2}
C118115,P425620,{'weight': 3}
C118115,P438488,{'weight': 2}
C118115,P472970,{'weight': 2}
C118115,P510442,{'weight': 5}
C118115,P810143,{'weight': 2}
C118115,P866533,{'weight': 3}
C118115,P1896177,{'weight': 2}
C133261,P1179,{'weight': 3}
C133261,P4797,{'weight': 8}
C133261,P8778,{'weight': 5}
C133261,P16101,{'weight': 17}
C133261,P17695,{'weight': 32}
C133261,P35076,{'weight': 8}
C133261,P41234,{'weight': 4}
C133261,P52839,{'weight': 4}
C133261,P81261,{'weight': 8}
C133261,P86412,{'weight': 3}
C133261,P97992,{'weight': 15}
C133261,P108264,{'weight': 2}
C133261,P132849,{'weight': 3}
C133261,P141551,{'weight': 2}
C133261,P170354,{'weight': 3}
C133261,P179103,{'weight': 17}
C133261,P209572,{'weight': 2}
C133261,P294211,{'weight': 4}
C133261,P318515,{'weight': 2}
C133261,P346436,{'weight': 6}
C133261,P419371,{'weight': 5}
C133261,P425620,{'weight': 3}
C133261,P477643,{'weight': 2}
C133261,P506327,{'weight': 2}
C133261,P510442,{'weight': 5}
C133261,P614583,{'weight': 2}
C133261,P725571,{'weight': 15}
C133261,P729195,{'weight': 5}
C133261,P735311,{'weight': 6}
C133261,P1082970,{'weight': 3}
C142546,P2991,{'weight': 2}
C142546,P6689,{'weight': 6}
C142546,P8778,{'weight': 3}
C142546,P13377,{'weight': 2}
C142546,P17695,{'weight': 13}
C142546,P23297,{'weight': 4}
C142546,P28037,{'weight': 2}
C142546,P32763,{'weight': 14}
C142546,P42513,{'weight': 2}
C142546,P179103,{'weight': 3}
C142546,P419371,{'weight': 4}
C142546,P425620,{'weight': 3}
C142546,P510442,{'weight': 3}
C142546,P892862,{'weight': 2}
C142546,P996996,{'weight': 3}
C143793,P28,{'weight': 5}
C143793,P3057,{'weight': 2}
C143793,P3785,{'weight': 2}
C143793,P8778,{'weight': 3}
C143793,P9638,{'weight': 7}
C143793,P13370,{'weight': 10}
C143793,P16101,{'weight': 2}
C143793,P17695,{'weight': 5}
C143793,P41234,{'weight': 2}
C143793,P61883,{'weight': 17}
C143793,P108264,{'weight': 3}
C143793,P141551,{'weight': 3}
C143793,P143067,{'weight': 2}
C143793,P165078,{'weight': 3}
C143793,P346436,{'weight': 2}
C143793,P385008,{'weight': 2}
C143793,P419371,{'weight': 3}
C143793,P510442,{'weight': 6}
C143793,P817462,{'weight': 3}
C143793,P892862,{'weight': 2}
C147856,P28,{'weight': 3}
C147856,P477,{'weight': 4}
C147856,P2616,{'weight': 2}
C147856,P3057,{'weight': 3}
C147856,P3558,{'weight': 16}
C147856,P8778,{'weight': 2}
C147856,P11060,{'weight': 3}
C147856,P13370,{'weight': 2}
C147856,P13377,{'weight': 3}
C147856,P16101,{'weight': 3}
C147856,P17695,{'weight': 28}
C147856,P23297,{'weight': 11}
C147856,P29074,{'weight': 2}
C147856,P31034,{'weight': 4}
C147856,P32763,{'weight': 43}
C147856,P35076,{'weight': 3}
C147856,P52839,{'weight': 2}
C147856,P59233,{'weight': 3}
C147856,P60643,{'weight': 2}
C147856,P81261,{'weight': 2}
C147856,P97992,{'weight': 8}
C147856,P110521,{'weight': 16}
C147856,P121021,{'weight': 2}
C147856,P141551,{'weight': 15}
C147856,P155444,{'weight': 4}
C147856,P179103,{'weight': 7}
C147856,P185467,{'weight': 4}
C147856,P228087,{'weight': 2}
C147856,P318515,{'weight': 2}
C147856,P343333,{'weight': 2}
C147856,P385008,{'weight': 2}
C147856,P398213,{'weight': 2}
C147856,P419371,{'weight': 2}
C147856,P425620,{'weight': 7}
C147856,P450483,{'weight': 2}
C147856,P510442,{'weight': 4}
C147856,P614583,{'weight': 2}
C147856,P735311,{'weight': 8}
C147856,P758556,{'weight': 4}
C147856,P782447,{'weight': 3}
C147856,P854537,{'weight': 2}
C147856,P866783,{'weight': 2}
C147856,P896378,{'weight': 3}
C147856,P1082970,{'weight': 2}
C147856,P2509089,{'weight': 2}
C153797,P17695,{'weight': 12}
C153797,P64372,{'weight': 6}
C153797,P166257,{'weight': 2}
C153797,P179103,{'weight': 3}
C153797,P425620,{'weight': 3}
C172345,P819,{'weight': 2}
C172345,P10999,{'weight': 4}
C172345,P13377,{'weight': 2}
C172345,P15206,{'weight': 6}
C172345,P17695,{'weight': 13}
C172345,P20125,{'weight': 5}
C172345,P41234,{'weight': 2}
C172345,P60643,{'weight': 2}
C172345,P110521,{'weight': 3}
C172345,P113689,{'weight': 2}
C172345,P179103,{'weight': 4}
C172345,P507754,{'weight': 3}
C179103,P28,{'weight': 3}
C179103,P477,{'weight': 8}
C179103,P947,{'weight': 2}
C179103,P2991,{'weight': 13}
C179103,P3558,{'weight': 14}
C179103,P4915,{'weight': 3}
C179103,P5179,{'weight': 2}
C179103,P6333,{'weight': 2}
C179103,P8778,{'weight': 8}
C179103,P9572,{'weight': 2}
C179103,P10999,{'weight': 3}
C179103,P13370,{'weight': 11}
C179103,P13377,{'weight': 58}
C179103,P13979,{'weight': 7}
C179103,P16101,{'weight': 2}
C179103,P17695,{'weight': 36}
C179103,P21209,{'weight': 3}
C179103,P21370,{'weight': 2}
C179103,P23297,{'weight': 19}
C179103,P24521,{'weight': 3}
C179103,P25945,{'weight': 2}
C179103,P26905,{'weight': 2}
C179103,P28037,{'weight': 5}
C179103,P29729,{'weight': 2}
C179103,P31080,{'weight': 2}
C179103,P34038,{'weight': 2}
C179103,P38530,{'weight': 11}
C179103,P41234,{'weight': 7}
C179103,P43815,{'weight': 2}
C179103,P52839,{'weight': 3}
C179103,P53860,{'weight': 4}
C179103,P60643,{'weight': 7}
C179103,P61883,{'weight': 3}
C179103,P64372,{'weight': 4}
C179103,P65083,{'weight': 2}
C179103,P71824,{'weight': 2}
C179103,P108264,{'weight': 3}
C179103,P141551,{'weight': 4}
C179103,P147672,{'weight': 2}
C179103,P165078,{'weight': 3}
C179103,P170354,{'weight': 5}
C179103,P180811,{'weight': 3}
C179103,P195878,{'weight': 18}
C179103,P205278,{'weight': 2}
C179103,P209572,{'weight': 91}
C179103,P217955,{'weight': 2}
C179103,P246983,{'weight': 2}
C179103,P290522,{'weight': 2}
C179103,P321478,{'weight': 2}
C179103,P364405,{'weight': 33}
C179103,P403851,{'weight': 46}
C179103,P419371,{'weight': 3}
C179103,P424266,{'weight': 6}
C179103,P425620,{'weight': 8}
C179103,P438488,{'weight': 2}
C179103,P472970,{'weight': 3}
C179103,P477643,{'weight': 6}
C179103,P507754,{'weight': 2}
C179103,P527710,{'weight': 2}
C179103,P735311,{'weight': 12}
C179103,P764581,{'weight': 2}
C179103,P769610,{'weight': 2}
C179103,P806332,{'weight': 2}
C179103,P854537,{'weight': 2}
C179103,P873505,{'weight': 5}
C179103,P1163777,{'weight': 2}
C179103,P1566366,{'weight': 5}
C179103,P1673632,{'weight': 2}
C179103,P1772002,{'weight': 2}
C179103,P2509089,{'weight': 8}
C179103,P3073277,{'weight': 2}
C182135,P819,{'weight': 2}
C182135,P8778,{'weight': 2}
C182135,P17695,{'weight': 44}
C182135,P31034,{'weight': 2}
C182135,P32763,{'weight': 7}
C182135,P35076,{'weight': 2}
C182135,P59233,{'weight': 2}
C182135,P61883,{'weight': 6}
C182135,P81261,{'weight': 2}
C182135,P110521,{'weight': 2}
C182135,P179103,{'weight': 17}
C182135,P419371,{'weight': 2}
C182135,P425620,{'weight': 10}
C182135,P510442,{'weight': 2}
C182135,P614583,{'weight': 2}
C182135,P817462,{'weight': 3}
C182135,P854537,{'weight': 2}
C182360,P3809,{'weight': 2}
C182360,P13377,{'weight': 5}
C182360,P17695,{'weight': 3}
C182360,P214993,{'weight': 4}
C182360,P425620,{'weight': 2}
C182360,P817462,{'weight': 2}
C182360,P1772002,{'weight': 2}
C183998,P6689,{'weight': 5}
C183998,P12809,{'weight': 3}
C183998,P16131,{'weight': 7}
C183998,P17695,{'weight': 2}
C183998,P32763,{'weight': 3}
C183998,P898720,{'weight': 2}
C205708,P3558,{'weight': 24}
C205708,P3809,{'weight': 3}
C205708,P10999,{'weight': 3}
C205708,P17695,{'weight': 13}
C205708,P28037,{'weight': 2}
C205708,P113689,{'weight': 3}
C205708,P179103,{'weight': 4}
C205708,P195878,{'weight': 9}
C205708,P266742,{'weight': 2}
C205708,P425620,{'weight': 3}
C205708,P507754,{'weight': 2}
C205708,P735311,{'weight': 3}
C205708,P2509089,{'weight': 2}
C209572,P819,{'weight': 6}
C209572,P2873,{'weight': 7}
C209572,P2991,{'weight': 2}
C209572,P3057,{'weight': 8}
C209572,P6333,{'weight': 3}
C209572,P8778,{'weight': 3}
C209572,P10999,{'weight': 5}
C209572,P11060,{'weight': 2}
C209572,P11882,{'weight': 4}
C209572,P13444,{'weight': 2}
C209572,P16101,{'weight': 7}
C209572,P17695,{'weight': 68}
C209572,P17711,{'weight': 4}
C209572,P19073,{'weight': 3}
C209572,P20198,{'weight': 4}
C209572,P24521,{'weight': 3}
C209572,P28037,{'weight': 6}
C209572,P30731,{'weight': 3}
C209572,P34038,{'weight': 6}
C209572,P34488,{'weight': 2}
C209572,P39752,{'weight': 11}
C209572,P41234,{'weight': 10}
C209572,P52839,{'weight': 2}
C209572,P59233,{'weight': 3}
C209572,P61883,{'weight': 5}
C209572,P65083,{'weight': 2}
C209572,P72880,{'weight': 3}
C209572,P81261,{'weight': 9}
C209572,P113689,{'weight': 2}
C209572,P141551,{'weight': 8}
C209572,P165078,{'weight': 3}
C209572,P170354,{'weight': 8}
C209572,P179103,{'weight': 13}
C209572,P317487,{'weight': 3}
C209572,P346436,{'weight': 4}
C209572,P385008,{'weight': 7}
C209572,P395294,{'weight': 8}
C209572,P399516,{'weight': 2}
C209572,P419371,{'weight': 7}
C209572,P425620,{'weight': 19}
C209572,P448304,{'weight': 2}
C209572,P477643,{'weight': 4}
C209572,P510442,{'weight': 5}
C209572,P539881,{'weight': 2}
C209572,P677256,{'weight': 3}
C209572,P725571,{'weight': 54}
C209572,P730509,{'weight': 3}
C209572,P732799,{'weight': 2}
C209572,P740274,{'weight': 2}
C209572,P740345,{'weight': 5}
C209572,P769610,{'weight': 3}
C209572,P781032,{'weight': 4}
C209572,P854537,{'weight': 2}
C209572,P1005353,{'weight': 2}
C209572,P1082970,{'weight': 2}
C209572,P1390992,{'weight': 2}
C209572,P1442162,{'weight': 2}
C209572,P1475331,{'weight': 3}
C209572,P1673632,{'weight': 2}
C209572,P1772002,{'weight': 22}
C209572,P1786169,{'weight': 2}
C209572,P2509089,{'weight': 5}
C228087,P13377,{'weight': 5}
C228087,P17695,{'weight': 3}
C228087,P180811,{'weight': 2}
C228087,P242224,{'weight': 2}
C228087,P419371,{'weight': 2}
C234886,P472970,{'weight': 2}
C242610,P28,{'weight': 5}
C242610,P477,{'weight': 5}
C242610,P3057,{'weight': 5}
C242610,P3558,{'weight': 4}
C242610,P4915,{'weight': 4}
C242610,P8778,{'weight': 2}
C242610,P9572,{'weight': 3}
C242610,P10999,{'weight': 18}
C242610,P13377,{'weight': 29}
C242610,P16101,{'weight': 5}
C242610,P17695,{'weight': 59}
C242610,P26905,{'weight': 2}
C242610,P28037,{'weight': 3}
C242610,P32763,{'weight': 13}
C242610,P34038,{'weight': 10}
C242610,P39752,{'weight': 5}
C242610,P59233,{'weight': 3}
C242610,P60643,{'weight': 7}
C242610,P97992,{'weight': 5}
C242610,P113689,{'weight': 3}
C242610,P141551,{'weight': 9}
C242610,P179103,{'weight': 50}
C242610,P185467,{'weight': 12}
C242610,P205278,{'weight': 2}
C242610,P209572,{'weight': 3}
C242610,P217955,{'weight': 2}
C242610,P310151,{'weight': 2}
C242610,P314738,{'weight': 6}
C242610,P346436,{'weight': 2}
C242610,P385008,{'weight': 3}
C242610,P391870,{'weight': 3}
C242610,P419371,{'weight': 3}
C242610,P425620,{'weight': 19}
C242610,P477643,{'weight': 2}
C242610,P510442,{'weight': 7}
C242610,P732799,{'weight': 2}
C242610,P735311,{'weight': 2}
C242610,P736966,{'weight': 2}
C242610,P817462,{'weight': 16}
C242610,P854537,{'weight': 4}
C282384,P28,{'weight': 2}
C282384,P477,{'weight': 3}
C282384,P8778,{'weight': 2}
C282384,P13979,{'weight': 3}
C282384,P17695,{'weight': 16}
C282384,P18329,{'weight': 2}
C282384,P102040,{'weight': 2}
C282384,P179103,{'weight': 5}
C282384,P214993,{'weight': 6}
C282384,P425620,{'weight': 6}
C282384,P438488,{'weight': 2}
C282384,P507754,{'weight': 4}
C293881,P477,{'weight': 3}
C293881,P13377,{'weight': 2}
C293881,P17695,{'weight': 15}
C293881,P32763,{'weight': 19}
C293881,P41234,{'weight': 3}
C293881,P71824,{'weight': 3}
C293881,P179103,{'weight': 14}
C293881,P205278,{'weight': 2}
C293881,P333666,{'weight': 5}
C293881,P395294,{'weight': 2}
C293881,P425620,{'weight': 3}
C293881,P445370,{'weight': 5}
C293881,P510442,{'weight': 2}
C293881,P735311,{'weight': 2}
C293881,P854537,{'weight': 2}
C293881,P1412565,{'weight': 2}
C328713,P3494,{'weight': 2}
C328713,P17695,{'weight': 11}
C328713,P38280,{'weight': 6}
C328713,P179103,{'weight': 4}
C328713,P741608,{'weight': 3}
C328713,P769610,{'weight': 2}
C328713,P1050698,{'weight': 2}
C328713,P1077222,{'weight': 2}
C333666,P477,{'weight': 2}
C333666,P3558,{'weight': 2}
C333666,P17695,{'weight': 3}
C333666,P25945,{'weight': 3}
C333666,P31080,{'weight': 3}
C333666,P88577,{'weight': 5}
C333666,P170354,{'weight': 4}
C333666,P293881,{'weight': 16}
C333666,P295807,{'weight': 3}
C333666,P425620,{'weight': 3}
C333666,P477643,{'weight': 9}
C333666,P747360,{'weight': 2}
C333666,P1034830,{'weight': 4}
C379321,P2991,{'weight': 16}
C379321,P10999,{'weight': 5}
C379321,P12636,{'weight': 2}
C379321,P13377,{'weight': 18}
C379321,P17695,{'weight': 17}
C379321,P59233,{'weight': 2}
C379321,P113689,{'weight': 6}
C379321,P179103,{'weight': 38}
C379321,P395294,{'weight': 22}
C379321,P425620,{'weight': 2}
C379321,P450494,{'weight': 6}
C379321,P507754,{'weight': 6}
C379321,P677256,{'weight': 3}
C379321,P725571,{'weight': 2}
C379321,P866533,{'weight': 4}
C385008,P17695,{'weight': 3}
C387325,P2616,{'weight': 2}
C387325,P3558,{'weight': 2}
C387325,P6689,{'weight': 5}
C387325,P9572,{'weight': 4}
C387325,P11060,{'weight': 3}
C387325,P13377,{'weight': 3}
C387325,P17695,{'weight': 45}
C387325,P29066,{'weight': 4}
C387325,P32763,{'weight': 15}
C387325,P39752,{'weight': 2}
C387325,P108264,{'weight': 3}
C387325,P110521,{'weight': 3}
C387325,P113689,{'weight': 2}
C387325,P140956,{'weight': 2}
C387325,P165078,{'weight': 2}
C387325,P179103,{'weight': 22}
C387325,P185467,{'weight': 6}
C387325,P209572,{'weight': 3}
C387325,P346436,{'weight': 2}
C387325,P425620,{'weight': 16}
C387325,P425992,{'weight': 3}
C387325,P438488,{'weight': 5}
C387325,P506327,{'weight': 2}
C387325,P510442,{'weight': 8}
C387325,P699883,{'weight': 2}
C387325,P764581,{'weight': 30}
C387325,P896378,{'weight': 2}
C389008,P5327,{'weight': 2}
C389008,P16988,{'weight': 2}
C389008,P17695,{'weight': 3}
C389008,P26905,{'weight': 2}
C389008,P179103,{'weight': 11}
C389008,P294211,{'weight': 3}
C389008,P2509089,{'weight': 2}
C395294,P28,{'weight': 10}
C395294,P3558,{'weight': 16}
C395294,P4797,{'weight': 2}
C395294,P4862,{'weight': 3}
C395294,P6333,{'weight': 2}
C395294,P8778,{'weight': 3}
C395294,P10999,{'weight': 2}
C395294,P13377,{'weight': 24}
C395294,P15206,{'weight': 12}
C395294,P17695,{'weight': 27}
C395294,P28726,{'weight': 3}
C395294,P32763,{'weight': 3}
C395294,P41234,{'weight': 16}
C395294,P59233,{'weight': 3}
C395294,P60643,{'weight': 7}
C395294,P168642,{'weight': 2}
C395294,P179103,{'weight': 24}
C395294,P290522,{'weight': 2}
C395294,P294211,{'weight': 3}
C395294,P297045,{'weight': 2}
C395294,P398213,{'weight': 6}
C395294,P419371,{'weight': 4}
C395294,P425620,{'weight': 14}
C395294,P434305,{'weight': 2}
C395294,P510442,{'weight': 3}
C395294,P782447,{'weight': 9}
C395294,P896378,{'weight': 2}
C398213,P28,{'weight': 3}
C398213,P3057,{'weight': 3}
C398213,P5179,{'weight': 3}
C398213,P10787,{'weight': 3}
C398213,P13377,{'weight': 26}
C398213,P17695,{'weight': 23}
C398213,P23297,{'weight': 2}
C398213,P26992,{'weight': 2}
C398213,P28037,{'weight': 3}
C398213,P32763,{'weight': 10}
C398213,P35076,{'weight': 2}
C398213,P39752,{'weight': 2}
C398213,P61883,{'weight': 4}
C398213,P165078,{'weight': 5}
C398213,P170354,{'weight': 5}
C398213,P179103,{'weight': 13}
C398213,P180811,{'weight': 2}
C398213,P279834,{'weight': 8}
C398213,P295807,{'weight': 2}
C398213,P425620,{'weight': 9}
C398213,P438488,{'weight': 2}
C398213,P477643,{'weight': 5}
C398213,P726060,{'weight': 2}
C398213,P817462,{'weight': 3}
C398213,P892862,{'weight': 4}
C398213,P896378,{'weight': 7}
C398213,P1494485,{'weight': 2}
C409663,P3809,{'weight': 2}
C409663,P17695,{'weight': 10}
C409663,P32763,{'weight': 9}
C409663,P209572,{'weight': 2}
C409663,P294211,{'weight': 3}
C409663,P385459,{'weight': 3}
C409663,P398213,{'weight': 3}
C409663,P419371,{'weight': 2}
C409663,P425620,{'weight': 2}
C409663,P477643,{'weight': 2}
C409663,P510442,{'weight': 2}
C409663,P896378,{'weight': 3}
C425620,P3558,{'weight': 17}
C425620,P9572,{'weight': 3}
C425620,P12809,{'weight': 2}
C425620,P13377,{'weight': 21}
C425620,P17695,{'weight': 20}
C425620,P38530,{'weight': 12}
C425620,P41234,{'weight': 23}
C425620,P59233,{'weight': 2}
C425620,P60643,{'weight': 2}
C425620,P81261,{'weight': 3}
C425620,P81911,{'weight': 2}
C425620,P94051,{'weight': 2}
C425620,P113689,{'weight': 2}
C425620,P133261,{'weight': 2}
C425620,P179103,{'weight': 15}
C425620,P242224,{'weight': 3}
C425620,P317487,{'weight': 6}
C425620,P395294,{'weight': 3}
C425620,P419371,{'weight': 2}
C425620,P510442,{'weight': 3}
C425620,P747022,{'weight': 2}
C425620,P817462,{'weight': 3}
C425620,P822226,{'weight': 2}
C425620,P826641,{'weight': 2}
C425620,P835313,{'weight': 2}
C425620,P854537,{'weight': 4}
C425620,P2509089,{'weight': 2}
C432769,P13377,{'weight': 5}
C432769,P17695,{'weight': 3}
C432769,P37319,{'weight': 5}
C432769,P81911,{'weight': 5}
C432769,P227567,{'weight': 4}
C432769,P425620,{'weight': 4}
C432769,P735311,{'weight': 2}
C433642,P6689,{'weight': 5}
C433642,P13377,{'weight': 4}
C433642,P17695,{'weight': 3}
C433642,P32763,{'weight': 13}
C433642,P510442,{'weight': 5}
C446984,P28,{'weight': 37}
C446984,P477,{'weight': 7}
C446984,P3558,{'weight': 15}
C446984,P5327,{'weight': 8}
C446984,P9572,{'weight': 2}
C446984,P13377,{'weight': 26}
C446984,P16988,{'weight': 2}
C446984,P17695,{'weight': 42}
C446984,P28726,{'weight': 5}
C446984,P34038,{'weight': 4}
C446984,P60643,{'weight': 7}
C446984,P179103,{'weight': 37}
C446984,P294211,{'weight': 4}
C446984,P425620,{'weight': 6}
C447013,P425620,{'weight': 2}
C451493,P13377,{'weight': 3}
C451493,P17695,{'weight': 2}
C451493,P510442,{'weight': 2}
C481366,P13377,{'weight': 52}
C481366,P17695,{'weight': 51}
C481366,P19073,{'weight': 2}
C481366,P28037,{'weight': 3}
C481366,P46415,{'weight': 14}
C481366,P59233,{'weight': 2}
C481366,P81261,{'weight': 2}
C481366,P108264,{'weight': 2}
C481366,P179103,{'weight': 28}
C481366,P214993,{'weight': 2}
C481366,P242224,{'weight': 2}
C481366,P270365,{'weight': 2}
C481366,P346436,{'weight': 2}
C481366,P385008,{'weight': 2}
C481366,P425620,{'weight': 19}
C481366,P438488,{'weight': 2}
C481366,P477643,{'weight': 3}
C481366,P510442,{'weight': 3}
C481366,P735311,{'weight': 3}
C481366,P811506,{'weight': 2}
C481366,P817462,{'weight': 5}
C516849,P28,{'weight': 2}
C516849,P819,{'weight': 3}
C516849,P13377,{'weight': 2}
C516849,P17695,{'weight': 15}
C516849,P23297,{'weight': 2}
C516849,P28037,{'weight': 4}
C516849,P31034,{'weight': 2}
C516849,P32763,{'weight': 6}
C516849,P59227,{'weight': 2}
C516849,P59233,{'weight': 2}
C516849,P68722,{'weight': 2}
C516849,P108450,{'weight': 4}
C516849,P110521,{'weight': 2}
C516849,P179103,{'weight': 15}
C516849,P217955,{'weight': 2}
C516849,P246983,{'weight': 2}
C516849,P275627,{'weight': 2}
C516849,P279834,{'weight': 5}
C516849,P346436,{'weight': 2}
C516849,P425620,{'weight': 7}
C516849,P510442,{'weight': 9}
C516849,P646850,{'weight': 2}
C516849,P691165,{'weight': 2}
C516849,P699883,{'weight': 4}
C516849,P782447,{'weight': 2}
C516849,P892862,{'weight': 2}
C516849,P896378,{'weight': 8}
C516849,P1125668,{'weight': 2}
C527098,P217955,{'weight': 3}
C527098,P425620,{'weight': 2}
C532567,P17695,{'weight': 2}
C532567,P179103,{'weight': 3}
C573906,P819,{'weight': 2}
C573906,P17695,{'weight': 4}
C573906,P102040,{'weight': 3}
C573906,P179103,{'weight': 3}
C573906,P214993,{'weight': 2}
C573906,P510442,{'weight': 2}
C573906,P782447,{'weight': 2}
C573906,P1125668,{'weight': 2}
C573906,P1772002,{'weight': 4}
C584114,P281095,{'weight': 2}
C603381,P13377,{'weight': 3}
C603381,P17695,{'weight': 7}
C603381,P179103,{'weight': 2}
C616107,P28,{'weight': 4}
C616107,P477,{'weight': 4}
C616107,P2991,{'weight': 11}
C616107,P3057,{'weight': 8}
C616107,P8778,{'weight': 14}
C616107,P13377,{'weight': 8}
C616107,P16101,{'weight': 2}
C616107,P17695,{'weight': 41}
C616107,P25160,{'weight': 2}
C616107,P28037,{'weight': 11}
C616107,P31080,{'weight': 99}
C616107,P32763,{'weight': 3}
C616107,P41234,{'weight': 4}
C616107,P81261,{'weight': 2}
C616107,P97992,{'weight': 2}
C616107,P141551,{'weight': 8}
C616107,P172345,{'weight': 6}
